state,type,name,city,industries,categories,Address,x,y
Massachusetts,State,NCCI-Gardner,Gardner,Optical shop,none,"500 Colony Rd, Gardner, MA 01440",-71.94668958,42.57595194
Massachusetts,State,Old Colony Correctional Center,Bridgewater,Print shop,none,"1 Admin Rd, Bridgewater, MA 02324",-70.94977207,41.94540368
Massachusetts,State,Souza-Baranowski Correctional Center,Shirley,Furniture shop,furniture,"1 Harvard Rd, Shirley, MA 01464",-71.65701523,42.54303666
Michigan,State,Bellamy Creek Correctional Facility ,Ionia,Shoe factory; sign factory,none,"1727 W Bluewater Hwy, Ionia, MI 48846",-85.10249366,42.98085616
Michigan,State,Carson City Correctional Facility ,Carson City,Garment factory,clothing,"10274 Boyer Road, Carson City, MI 48811-9746",-84.87030239,43.16267721
Michigan,State,Detroit Reentry Center ,Detroit,Janitorial products; personal hygiene products,none,"17600 Ryan Road, Detroit, MI 48212",-83.06256323,42.42247016
Michigan,State,Earnest Brooks Correctional Facility ,Muskegon Heights,Laundry,none,"2500 S. Sheridan Drive, Muskegon Heights, MI 49444",-86.18464284,43.20759355
Michigan,State,Gus Harrison Correctional Facility ,Adrian,License plates; optical lenses,"plates,optical","2727 East Beecher St., Adrian, MI 49221",-84.00553691,41.88996226
Michigan,State,Ionia Correctional Facility ,Ionia,Garment factory,clothing,"1576 W. Bluewater Highway Ionia, MI 48846",-85.09732831,42.98285183
Michigan,State,Kinross Correctional Facility ,Kincheloe,Garment factory,clothing,"16770 S. Watertower Drive, Kincheloe, MI",-84.46775197,46.26057097
Michigan,State,Robert Cotton Facility ,Jackson,Mattresses; flat goods; print shop,none,"3500 N. Elm Road, Jackson, MI 49201",-84.38450514,42.28905488
Michigan,State,Thumb Correctional Facility ,Lapeer,Laundry,none,"3225 John Conley Dr, Lapeer, MI 48446",-83.3517779,43.03512803
Michigan,State,Women's Huron Valley Facility ,Ypsilanti,Winter coats; dentures and dental products for prisoners,none,"3201 Bemis Rd, Ypsilanti, MI 48197",-83.69417879,42.17143534
Michigan,Federal,FCI Milan,Milan,Office furniture,furniture,"4004 EAST ARKONA ROAD, MILAN, MI  48160",-83.67336075,42.09878026
Minnesota,State,MCF-Faribault,Faribault,Custodial products; laundry; plastics; wood furniture and subcontract labor,furniture,"1101 Linden Lane, Faribault, Minnesota  55021-6400",-93.2542191,44.28490263
Minnesota,State,MCF-Moose Lake,Moose Lake,Printing; textiles and subcontract labor,none,"1000 Lake Shore Drive, Moose Lake, Minnesota  55767",-92.76206873,46.43778038
Minnesota,State,MCF-Oak Park Heights,Stillwater,Centralized canteen,none,"5329 Osgood Avenue North, Stillwater, Minnesota  55082-1117",-92.80717202,45.02446077
Minnesota,State,MCF-Rush City,Rush City,License plates; stickers and subcontract labor,plates,"7600 525th St., Rush City, Minnesota  55069",-92.95338122,45.70635492
Minnesota,State,MCF-Shakopee,Shakopee,Textiles; safety products and subcontract labor,none,"1010 West Sixth Avenue, Shakopee, Minnesota  55379",-93.54028713,44.79156157
Minnesota,State,MCF-Stillwater,Bayport,Metal fabrication; upholstery; painting; subcontract labor; warehousing; distribution,"furniture,metal","970 Pickett Street, Bayport, Minnesota  55003-1490",-92.78672939,45.02697851
Minnesota,Federal,FCI Sandstone,Sandstone,Clothing; textiles; services,clothing,"2300 COUNTY RD 29, SANDSTONE, MN  55072",-92.84553755,46.11697824
Minnesota,Federal,FCI Waseca,Waseca,Clothing; textiles,clothing,"1000 UNIVERSITY DR SW, WASECA, MN  56093",-93.50968597,44.06585901
Mississippi,State,Central Mississippi Correctional Facility,Pearl,Print shop; furniture; warehouse,furniture,"3794 Mississippi 468, Pearl, MS 39208",-90.05784786,32.2311072
Mississippi,State,Mississippi State Penitentiary,Parchman,Textiles; mattresses; metal fabrication,metal,"590 Parchman Road 12, Parchman, MS 38738",-90.49706674,33.91879317
Mississippi,State,South Mississippi Correctional Institution,Leakesville,Garments,clothing,"22689 Hwy 63 North, Leakesville, MS  39451",-88.64182603,31.20886857
Mississippi,Federal,FCC Yazoo City,Yazoo City,Clothing; textiles,clothing,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS  39194",-90.41440929,32.88216412
Missouri,State,Central Missouri Correctional Center,,Tire recycling,recycle,,-92.47774251,38.36798694
Missouri,State,Chillicothe Correctional Center,Chillicothe,Clothing; towels; wash cloths,clothing,"3151 Litton Road, Chillicothe, MO 64601",-93.54026427,39.81021269
Missouri,State,Crossroad Correctional Center,Cameron,Toilet paper; plastic bags; filters  ,plastic-bags,"1115 East Pence Road, Cameron, MO 64429",-94.23316123,39.76066804
Missouri,State,Eastern Reception Diagnostic Correctional Center,Bonne Terre,Institutional and home detergents; soaps; and cleaners,none,"2727 Highway K, Bonne Terre, MO 63628",-90.51808224,37.92079725
Missouri,State,Farmington Correctional Center,Farmington,Laundry service; mattresses; coats; coveralls; mops,none,"1012 West Columbia Street, Farmington, MO 63640",-90.43642921,37.77493255
Missouri,State,Jefferson City Correctional  Center,Jefferson City,Cartridge recycling; officer uniforms; license plates; furniture; signs; plaques,"clothing,furniture,plates,recycle","8200 No More Victims Road, Jefferson City, MO 65101",-92.07382711,38.5472431
Missouri,State,Moberly Correctional Center,Moberly,Laundry service; metal furniture; auto restoration; traffic signs; printing services,furniture,"5201 South Morley, Moberly, MO 65270",-92.43425116,39.40280131
Missouri,State,Northeast Correctional Center,Bowling Green,Office partitions; wood file cabinets,none,"13698 Airport Road, Bowling Green, MO 63334",-91.21792288,39.36617968
Missouri,State,Potosi Correctional Center,Mineral Point,Metal tube bending and fabrication,metal,"11593 State Highway O, Mineral Point, MO 63660",-90.73521414,37.9338048
Missouri,State,South Central Correctional Center,Licking,Furniture restoration; upholstery and school desks,furniture,"255 West Highway 32, Licking, MO 65542",-91.84997281,37.49928187
Missouri,State,South East Correctional Center,Charleston,Dorm furniture,furniture,"300 East Pedro Simmons Drive, Charleston, MO 63834",-89.35138727,36.8917741
Missouri,State,Tipton Correctional Center,Tipton,Chairs; upholstery; offender shoes; duty belts and outdoor flags,"clothing,furniture","619 North Osage Avenue, Tipton, MO 65081",-92.77854716,38.66633754
Missouri,State,Women's Eastern Reception Diagnostic Correctional Center,Vandalia,Offender clothing,clothing,"1101 East Highway 54, Vandalia, MO 63382",-91.48274101,39.31313128
Montana,State,Montana State Prison ,Deer Lodge,Cattle; crops; milk processing; lumber mill; furniture; printing; license plates; clothing; vehicle maintenance; metal fabrication,"clothing,food,furniture,plates,metal","400 Conley Lake Rd, Deer Lodge, Mt 59722",-112.7565127,46.39694305
Montana,State,Montana Women's Prison,Billings,Embroidery; dog training; computer technology,none,"701 S. 27th St., Billings, MT 59101",-108.4964384,45.77462158
Nebraska,State,Community Correctional Center-Lincoln,Lincoln,Road and work crews,none,"2720 W Van Dorn St, Lincoln, NE 68522",-96.68175074,40.78444855
Nebraska,State,Community Correctional Center-Omaha,Omaha,Road and work crews,none,"2320 Ave J, Omaha, NE 68110",-95.90131827,41.28313926
Nebraska,State,CSI Warehouse and Administrative Office,Lincoln,Warehouse; inventory control; purchasing; engineering; accounting,none,"800 Pioneers Blvd, Lincoln, NE 68502",-96.70989176,40.77022824
Nebraska,State,Lincoln Correctional Center,Lincoln,Print shop; wood shop,none,"3216 W Van Dorn St, Lincoln, NE 68522",-96.76692465,40.78465305
Nebraska,State,Nebraska Correctional Center for Women,York,Sewing,none,"1107 Recharge Rd, York, NE 68467",-97.62829152,40.86523247
Nebraska,State,Nebraska State Penitentiary,Lincoln,License plates; metal shop; Braille shop; janitorial shop; sign shop; furniture; laundry,"furniture,plates,metal","4201 S 14th St, Lincoln, NE 68502",-96.7017278,40.77059144
Nebraska,State,Omaha Correctional Center,Omaha,Upholstery; sewing; wood shop,furniture,"2323 Ave J, Omaha, NE 68110",-95.89754115,41.28307316
Nebraska,State,Tecumseh State Correctional Institution,Tecumseh,Laundry; wood shop,none,"2725 Nebraska 50, Tecumseh, NE 68450",-96.17973674,40.38701072
Nevada,State,Florence McClure Women's Correctional Center ,Las Vegas,Repackaging,none,"4370 Smiley Rd, Las Vegas, NV 89115",-115.0776303,36.25472849
Nevada,State,High Desert State Prison ,Indian Springs,Card sorting,none,"22010 Coldcreek Rd, Indian Springs, NV 89018",-115.5714223,36.51121605
Nevada,State,Lovelock Correctional Center ,Lovelock,Garment and drapery manufacturing,clothing,"1200 Prison Rd, Lovelock, NV 89419",-118.3829241,40.24273087
Nevada,State,Nevada State Prison ,Carson City,License plates,plates,"3301 E 5th St, Carson City, NV 89701",-119.731904,39.16108282
Nevada,State,Northern Nevada Correctional Center ,Carson City,Livestock; crops; composting; furniture manufacturing; metal fabrication; mattress manufacturing; printing,"food,furniture,metal","1721 Snyder Ave, Carson City, NV 89701",-119.7476499,39.11397293
Nevada,State,Southern Desert Correctional Center ,Indian Springs,Auto restoration; card sorting,none,"22010 Cold Creek Rd, Indian Springs, NV 89018",-115.5714223,36.51121605
Nevada,State,Three Lakes Valley Conservation Camp ,Indian Springs,Metal truss manufacturing,metal,"1021 Cold Creek Rd, Indian Springs, NV 89018",-115.5501203,36.52225368
Nevada,State,Warm Springs Correctional Center ,Carson City,Card sorting,none,"3301 E 5th St, Carson City, NV 89701",-119.731904,39.16108282
New Hampshire,State,Northern NH Correctional Facility,Berlin,Furniture; upholstery; refinishing; woodworking,furniture,"138 East Milan Road, Berlin, NH 03570",-71.15307812,44.51052052
New Hampshire,State,State Prison for Men,Concord,Furniture; license plates; printing; sign services; woodworking; farm services; campfire wood,"furniture,plates","281 North State Street, Concord, NH 03302-0014",-71.55614205,43.22674673
New Hampshire,State,State Prison for Women,Goffstown,Finishing work; stenciling; painting; sewing,none,"317 Mast Road, Goffstown, NH 03045",-71.53803296,43.00938111
New Jersey,State,Adult Diagnostic and Treatment Center,Avenel,Flags; sewing,none,"8 Production Way, Avenel, NJ",-74.27481901,40.59055557
New Jersey,State,Albert C. Wagner Youth Correctional Facility,Bordentown Township,Metal shop; bed frames; locker boxes,metal,"500 Ward Ave, Bordentown Township, NJ 08505",-74.69116136,40.15166164
New Jersey,State,Bayside State Prison,Leesburg,Clothing; bakery; license plates,"clothing,food,plates","4293 Route 47, Leesburg, NJ 08327",-74.97047892,39.25811955
New Jersey,State,East Jersey State Prison,Rahway,Clothing; textiles; metal shop; furniture,"clothing,furniture,metal","1100 Woodbridge Rd, Rahway, NJ 07065",-74.26775844,40.59597529
New Jersey,State,Edna Mahan Correctional Facility for Women,Clinton,Clothing; sheets; pillowcases,clothing,"30 County Road 513, Clinton, NJ 08809",-74.91163277,40.64145535
New Jersey,State,Mountainview Youth Correctional Facility,Avenel,Mattresses; pillows; furniture,furniture,"8 Production Way, Avenel, NJ 07001",-74.27481901,40.59055557
New Jersey,State,Northern State Prison,Newark,Clothing,clothing,"168 Frontage Rd, Newark, NJ 07114",-74.17019129,40.71186747
New Jersey,State,South Woods State Prison,Bridgeton,Clothing; signs; graphics; shoes; printing; distribution; warehousing,clothing,"215 S Burlington Rd, Bridgeton, NJ 08302",-75.2112952,39.41342101
New Jersey,State,Southern State Correctional Facility,Delmont,Sheds; cabins; picnic tables; lifeguard stands; flower pots; parking bumpers,none,"4295 N Delsea Dr, Delmont, NJ 08314",-74.97159929,39.24518003
New Jersey,Federal,FCI Fairton,Fairton,Electronics; fleet management,none,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ  08320",-75.21689671,39.38046354
New Jersey,Federal,FCI Fort Dix,Fort Dix,Clothing; textiles; electronics recycling,"clothing,recycle","5756 HARTFORD & POINTVILE RD, FORT DIX, NJ  08640",-74.62910647,40.02168235
New Mexico,State,Central New Mexico Correctional Facility ,Los Lunas,Furniture; distribution center; landscaping,furniture,"1525 Morris Road, Los Lunas, New Mexico 87031-1328",-106.7639896,34.79084317
New Mexico,State,Guadalupe County Correctional Facility ,Santa Rosa,Print shop; Urinalysis cups,none,"34.907457, -104.703112",-104.703112,34.907457
New Mexico,State,Lea County Correctional Facility ,Hobbs,Inmate hobby crafts,none,"6900 West Millen, Hobbs, New Mexico 88244",-103.1785006,32.75483005
New Mexico,State,New Mexico Women's Correctional Facility,Grants,Sewing shop; textiles; embroidery; call center,call-center,"1700 East Old Highway 66, Grants, NM 87020",-107.8210652,35.13600658
New Mexico,State,Penitentiary of New Mexico ,Santa Fe,Landscaping; commissary; food services; bear habitat restoration; chicken coops; bakery,food,"4331 State Highway 14, Santa Fe, New Mexico 87504",-106.0536992,35.56468229
New Mexico,State,Roswell Correctional Center,Hagerman,Dairy goat program,food,"578 W. Chickasaw Road, Hagerman, New Mexico 88232",-104.5396204,33.13865548
New Mexico,State,Southern New Mexico Correctional Facility,Las Cruces,Wheelchair restoration; hoop houses,none,"1983 Joe R. Silva Boulevard, Las Cruces, New Mexico 88004-0639",-106.7778468,32.30690094
New Mexico,State,Springer Correctional Facility,Springer,Inmate equine rescue; bakery; alfalfa farm,food,"201 Highway 468, Springer NM, 87747",-104.646509,36.40126904
New Mexico,State,Western New Mexico Correctional Facility,Grants,Plastic bag manufacturing; cleaning products; textiles; tilapia farm,none,"2111 Lobo Canyon Rd, Grants, NM",-107.7990487,35.18213504
New York,State,Albion Correctional Facility,Albion,Trash bins; metal shelving; plastic signs; name tags; awards,metal,"3595 State School Road, Albion, New York 14411-9399",-78.21452327,43.24121607
New York,State,Attica Correctional Facility,Attica,File cabinets; lockers; storage cabinets; metal desks,metal,"639 Exchange St, Attica, New York 14011-0149",-78.2758476,42.850821
New York,State,Auburn Correctional Facility,Auburn,License plates; chairs; tables,"furniture,plates","135 State Street, Auburn, New York 13024-9000",-76.57061325,42.93522635
New York,State,Bedford Hills Correctional Facility,Bedford Hills,Call center,call-center,"247 Harris Road, Bedford Hills, New York 10507-2400",-73.68003942,41.24147348
New York,State,Clinton Correctional Facility,Dannemora,Apparel; uniforms; outerwear; underwear,clothing,"1156 Rt. 374, Dannemora, New York 12929-2000",-73.72342125,44.72184974
New York,State,Coxsackie Correctional Facility,Coxsackie,Apparel; specialty fabric products,clothing,"11260 Route 9W, Coxsackie, New York 12051-0200",-73.84392009,42.3459937
New York,State,Eastern NY Correctional Facility,Napanoch,Highway and other outdoor signs; mattresses; pillows; bulleting and white boards,none,"30 Institution Rd, Napanoch, New York 12458-0338",-74.36416872,41.74264348
New York,State,Elmira Correctional Facility,Elmira,Offset printing; bindery; forms; foundry,none,"1879 Davis St, Elmira, New York 14901-0500",-76.82697636,42.1146035
New York,State,Fishkill Correctional Facility,Beacon,Specialty metal fabrications; security tables; metal furniture components ,"furniture,metal","18 Strack Drive, Beacon, New York 12508-0307",-73.94658112,41.52306665
New York,State,Great Meadow Correctional Facility,Comstock,Chemical products,none,"11739 State Route 22, Comstock, New York 12821-0051",-73.43636223,43.45857416
New York,State,Green Haven Correctional Facility,Stormville,Seating; furniture; tables; desks; office systems,furniture,"594 Rt. 216, Stormville, New York 12582-0010",-73.71761302,41.58453428
New York,State,Greene Correctional Facility,Coxsackie,Call center,call-center,"165 Plank Road, Coxsackie, New York 12051-0008",-73.8268762,42.34940049
New York,State,Shawangunk Correctional Facility,Wallkill,Document conversion,none,"200 Quick Road, Wallkill, New York 12589-0750",-74.15363712,41.62827274
New York,State,Wallkill Correctional Facility,Wallkill,Prescription eyeglasses,optical,"50 McKendrick Road, Wallkill, New York 12589-0286",-74.16202868,41.62924052
New York,Federal,FCI Otisville,Otisville,Electronics; fleet management,none,"2 Two Mile Dr, Otisville, NY 10963",-74.53333768,41.47685777
New York,Federal,FCI Ray Brook,Ray Brook,Clothing; textiles,clothing,"128 Ray Brook Rd, Ray Brook, NY 12977",-74.09848364,44.29401204
North Carolina,State,Alexander Correctional Institution,Taylorsville,Woodworking plant,none,"633 Old Landfill Road, Taylorsville, N.C.  28681",-81.17036353,35.88452743
North Carolina,State,Brown Creek Correctional Institution,Polkton,Metal products plant,metal,"248 Prison Camp Road, Polkton, N.C. 28135",-80.1768772,34.98943519
North Carolina,State,Caledonia Correctional Institution,Tillery,Farm; cannery; produce warehouse,food,"2787 Caledonia Drive, Tillery, N.C.   27882",-77.48291938,36.25139277
North Carolina,State,Central Prison,Raleigh,Laundry,none,"1300 Western Blvd., Raleigh, N.C.   27606",-78.65693125,35.77518682
North Carolina,State,Columbus Correctional Institution,Whiteville,Sewing,none,"1255 Prison Camp Road, Whiteville, N.C.  28472",-78.72039317,34.27973359
North Carolina,State,Craggy Correctional Center,Asheville,Laundry,none,"2992 Riverside Drive, Asheville, N.C. 28804",-82.60477673,35.66741712
North Carolina,State,Franklin Correctional Center,Bunn,Sign plant,none,"5918 Hwy 39 South, Bunn, N.C.  27508",-78.2615455,35.97386834
North Carolina,State,Harnett Correctional Institution,Lillington,Meat processing plant,food,"1210 E. McNeil Street, Lillington, N.C. 27546",-78.80094458,35.39039383
North Carolina,State,Johnston Correctional Institution,Smithfield,Paint plant,none,"2465 US 70 West, Smithfield, N.C. 27577",-78.26960107,35.49127711
North Carolina,State,Lanesboro Correctional Institution,Polkton,Inmate packaging,none,"552 Prison Camp Road, Polkton, N.C. 28135",-80.17700874,34.98615609
North Carolina,State,Marion Correctional Institution,Marion,Sewing,none,"355 Old Glenwood Rd, Marion, NC 28752",-81.9536537,35.64170716
North Carolina,State,Nash Correctional Institution,Nashville,Print plant; optical plant,optical,"2869 US 64 Alt, Nashville N.C. 27856",-78.01745751,35.97060514
North Carolina,State,North Carolina Correctional Institution for Women,Raleigh,License plates; quick copy plant,plates,"1034 Bragg Street, Raleigh, N.C. 27610",-78.62278743,35.76514043
North Carolina,State,Pasquotank Correctional Institution,Elizabeth City,Sewing,none,"527 Commerce Drive, Elizabeth City, N.C. 27906",-76.30995053,36.36308375
North Carolina,State,Pender Correctional Institution,Burgaw,Sewing,none,"906 Penderlea Highway, Burgaw, N.C.  28425",-77.94198292,34.55399269
North Carolina,State,Piedmont Correctional Institution,Salisbury,Reupholstery plant,furniture,"1245 Camp Rd, Salisbury, NC 28147",-80.55007129,35.62163855
North Carolina,State,Sampson Correctional Institution,Clinton,Laundry,none,"700 Northwest Blvd, Hwy 421 N, Clinton, N.C. 28328",-78.32216736,34.99829331
North Carolina,State,Scotland Correctional Institution,Laurinburg,Sewing; Braille plant,none,"22385 McGirt's Bridge Rd., Laurinburg, N.C. 28353 ",-79.35955161,34.81166701
North Carolina,State,Warren Correctional Institution,Manson,Janitorial products,none,"379 Collins Road, Manson, N.C. 27553",-78.27020703,36.41921326
North Carolina,Federal,FCC Butner,Butner,Clothing; textiles; electronics; fleet solutions,clothing,"3000 Old 75 Hwy, Butner, NC 27509",-78.76931805,36.15728742
North Dakota,State,Dakota Women's Correctional and Rehabilitation Center ,New England,Sewing,none,"440 McKenzie Street, New England, ND 58647",-102.8665803,46.53596984
North Dakota,State,James River Correctional Center ,Jamestown,Upholstery; sewing; plastic bags; commissary,"furniture,plastic-bags","2521 Circle Drive, Jamestown, ND 58401",-98.68360438,46.88204526
North Dakota,State,Missouri River Correctional Center ,Bismarck,Metal; sandbagging,metal,"1800 48th Avenue S.W., Bismarck, ND 58506",-100.8156726,46.75129178
North Dakota,State,North Dakota State Penitentiary ,Bismarck,Furniture; license plates; signs; metal,"furniture,plates,metal","3100 Railroad Ave, Bismarck, ND 58501",-100.741538,46.79852538
Ohio,State,Allen Correctional Institution,Lima,Inmate clothing,clothing,"2238 N West St, Lima, OH 45801",-84.1086622,40.77120851
Ohio,State,Belmont Correctional Institution,St Clairsville,Toilet paper,none,"68518 Bannock Uniontown Rd, St Clairsville, OH 43950",-80.97675811,40.1081223
Ohio,State,Chillicothe Correctional Institution,Chillicothe,Chairs; mattresses; vehicle modifications,furniture,"15802 Ohio 104, Chillicothe, OH 45601",-83.00629472,39.37082834
Ohio,State,Grafton Correctional Institution,Grafton,Braille transcription; fragrance oils,none,"2500 Avon Belden Rd, Grafton, OH 44044",-82.02108714,41.27862074
Ohio,State,Lebanon Correctional Institution,Lebanon,License plates,plates,"3791 State Route 63, Lebanon, OH 45036",-84.28787819,39.43842361
Ohio,State,London Correctional Institution,London,Dental; debarring parts,none,"1580 State Route 56 SW, London, OH 43140",-83.4750835,39.91090514
Ohio,State,Madison Correctional Institution,London,Modular office panels; plastic bags,none,"1851 State Route 56, London, Ohio 43140",-83.47147809,39.90708159
Ohio,State,Mansfield Correctional Institution,Mansfield,Deflashing parts; corrugated boxes,none,"1150 North Main Street, Mansfield, Ohio 44901",-82.51326162,40.79341768
Ohio,State,Marion Correctional Institution,Marion,Metal furniture; waste container refurbishing,"furniture,metal","940 Marion-Williamsport Rd E, Marion, OH 43302",-83.10715078,40.61507811
Ohio,State,McKinley Ave - Vehicle Services Center,Columbus,Vehicle service center; data entry; computer design; showroom,none,"1221 McKinley Avenue, Columbus, Ohio  43222",-83.03356145,39.96338323
Ohio,State,Ohio Reformatory for Women,Marysville,Flags; optical,optical,"1479 Collins Ave, Marysville, OH 43040",-83.39299733,40.22857283
Ohio,State,Pickaway Correctional Institution,Orient,Printing; meat processing; dairy processing; packaging; modular install crews,food,"11781 Ohio 762, Orient, OH 43146",-83.14909637,39.80273335
Ohio,State,Southeastern Correctional Institution,Lancaster,Janitorial,none,"5900 Bis Rd SW, Lancaster, OH 43130",-82.62200557,39.6422711
Ohio,State,Warren Correctional Institution,Lebanon,Outdoor metal furniture; 3-ring binders; deflashing parts,"furniture,metal","5787 Ohio 63, Lebanon, OH 45036",-84.32472247,39.4401959
Ohio,Federal,FCI Elkton,Lisbon,Services,none,"8730 SCROGGS ROAD, LISBON, OH  44432",-80.70849532,40.77400871
Oklahoma,State,Dick Connors Correctional Center ,Hominy,Metal fabrication; welding; license plates,"plates,metal"," 129 Conner Road, Hominy, OK 74035",-96.38936631,36.46524723
Oklahoma,State,John Lilley Correctional Center,Boley,Mattress pads; janitorial chemicals,none,"407971 Hwy 62E, Boley, OK 74829",-96.48365733,35.49387091
Oklahoma,State,Joseph Harp Correctional Center,Lexington,Furniture factory; warehouse; records conversion,furniture,"16161 Moffatt Rd, Lexington, OK 73051",-97.20234525,35.0295097
Oklahoma,State,Lawton Correctional Facility,"Lawton,",Garment manufacturing,clothing,"8607 SE Flower Mound Rd, Lawton, OK 73501",-98.35225401,34.52658001
Oklahoma,State,Lexington Assessment and Reception Center,Lexington,Modular office systems,none,"15151 Oklahoma 39, Lexington, OK 73051",-97.21909749,35.01495734
Oklahoma,State,Mack Alford Correctional Center,Stringtown,Upholstery; sign shop; refurbishing,furniture,"1151 U.S. 69, Stringtown, OK 74569",-96.05939694,34.4646781
Oklahoma,State,Oklahoma State Reformatory,Granite,Garment manufacturing,clothing,"1700 E 1st St, Granite, OK 73547",-99.36587139,34.95792288
Oklahoma,Federal,FCI El Reno,El Reno,Office furniture,furniture,"4205 HIGHWAY 66 WEST, EL RENO, OK  73036",-98.04700953,35.53709819
Oregon,State,Coffee Creek Correctional Facility,Wilsonville,Textiles; document scanning and digitizing,none,"24499 SW Grahams Ferry Rd, Wilsonville, OR 97070",-122.8090436,45.30275432
Oregon,State,Eastern Oregon Correctional Institution,Pendleton,Garment; embroidery; commercial linen,clothing,"2500 Westgate, Pendleton, OR 97801",-118.8154565,45.67289488
Oregon,State,Mill Creek Correctional Facility,Salem,Metal fabrication; commercial linen sort,metal,"5465 Turner Road SE, Salem, Oregon 97317 ",-122.9713183,44.87560133
Oregon,State,Oregon State Correctional Institution,Salem,Printing; mail fulfillment,none,"3405 Deer Park Drive SE Salem, Oregon 97310-9385",-122.9608092,44.88418589
Oregon,State,Oregon State Penitentiary,Salem,Linens; metal fabrication; furniture,"furniture,metal","2605 State St, Salem, OR 97310",-123.0075151,44.93147508
Oregon,State,Snake River Correctional Institution,Ontario,Linens for institution; signage,none,"777 Stanton Blvd, Ontario, Oregon 97914-8335",-117.0610392,44.0825015
Oregon,State,Two Rivers Correctional Institution,Umatilla,Commercial linen; furniture,furniture,"82911 Beach Access Rd, Umatilla, OR 97882",-119.26567,45.92423961
Oregon,State,Warner Creek Correctional Facility,Lakeview,Contact center,none,"20654 Rabbit Hill Rd, Lakeview, OR 97630",-120.376154,42.2436487
Oregon,Federal,FCI Sheridan,Sheridan,Electronics; fleet management; recycling collection,recycle,"27072 BALLSTON ROAD, SHERIDAN, OR  97378",-123.3956209,45.08313842
Pennsylvania,State,SCI-Albion,Albion,Commissary,none,"10745 Pennsylvania 18, Albion, PA 16475",-80.36826563,41.87791214
Pennsylvania,State,SCI-Benner Township,Bellefonte,Laundry,none,"301 Institution Drive, Bellefonte, PA  16823",-77.77770773,40.91166134
Pennsylvania,State,SCI-Cambridge Springs,Cambridge Springs,Optical,optical,"451 Fullerton Avenue, Cambridge Springs, PA 16403-1238 ",-80.05403557,41.7987948
Pennsylvania,State,SCI-Coal Township,Coal Township,TV assembly and repair,none,"1 Kelley Drive, Coal Township, PA 17866-1020 ",-76.56964697,40.80515923
Pennsylvania,State,SCI-Dallas,Dallas,Mattresses; garments  and embroidery,clothing,"1000 Follies Rd, Dallas, PA 18612",-76.00454406,41.28327198
Pennsylvania,State,SCI-Fayette,La Belle,License plates; precision metal,"plates,metal","50 Overlook Dr, La Belle, PA 15450",-79.98734618,39.99677716
Pennsylvania,State,SCI-Frackville,Frackville,Laundry,none,"1111 Altamont Boulevard, Frackville, PA 17931-2699",-76.22262319,40.77445369
Pennsylvania,State,SCI-Graterford,Skippack,Garments; boots and repairs,clothing,"4533 Skippack Pike, Skippack, PA 19474",-75.4218482,40.2386864
Pennsylvania,State,SCI-Greene,Waynesburg,Garments and mesh laundry; commissary bags,clothing,"169 Progress Dr, Waynesburg, PA 15370",-80.13759215,39.90118486
Pennsylvania,State,SCI-Houtzdale,Houtzdale,Commissary,none,"209 Institution Dr, Houtzdale, PA 16651",-78.35579682,40.81504144
Pennsylvania,State,SCI-Huntingdon,Huntingdon,Garments; signs; print; license plates; soap and detergents,"clothing,plates","1100 Pike St, Huntingdon, PA 16652",-78.0277197,40.49248454
Pennsylvania,State,SCI-Mahanoy,Frackville,Commissary,none,"301 Morea Rd, Frackville, PA 17932",-76.20529431,40.78145768
Pennsylvania,State,SCI-Muncy,Muncy,Garments,clothing,"6454 Pennsylvania 405, Muncy, PA 17756",-76.81964785,41.19877453
Pennsylvania,State,SCI-Retreat,Hunlock Creek,Laundry,none,"660 State Route 11, Hunlock Creek, PA 18621",-76.08833553,41.18985773
Pennsylvania,State,SCI-Rockview,Bellefonte,Chairs; wood products; upholstery; engraving and custom furniture,"furniture,metal","1 Rockview Place, Bellefonte, PA 16823",-77.78025926,40.85358667
Pennsylvania,State,SCI-Smithfield,Huntingdon,Garments,clothing,"1120 Pike Street, Huntingdon, PA 16652",-78.03095249,40.49633127
Pennsylvania,State,SCI-Somerset,Somerset,Laundry,none,"1590 Walters Mill Rd, Somerset, PA 15510",-79.03572661,39.96166748
Pennsylvania,State,SCI-Waymart,Waymart,Garments; rainwear and personal care kits,clothing,"P.O. Box 256, Route #6, Waymart, PA 18472 ",-75.40823558,41.5882744
Pennsylvania,Federal,FCC Allenwood,White Deer,Office furniture,furniture,"41.127631, -76.915344",-76.915344,41.127631
Pennsylvania,Federal,FCI Loretto,Loretto,Electronics; fleet management,none,"772 SAINT JOSEPH ST., LORETTO, PA  15940",-78.6174779,40.49772695
Pennsylvania,Federal,FCI Schuylkill,Minersville,Office furniture,furniture,"40.732000, -76.344133",-76.344133,40.732
Pennsylvania,Federal,USP Canaan,Waymart,Services,none,"3057 EASTON TURNPIKE, WAYMART, PA  18472",-75.40834691,41.56643193
Pennsylvania,Federal,USP Lewisburg,Lewisburg,Electronics recycling,recycle,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA  17837",-76.9148889,40.98494518
